Abbreviation	Subsystem_new	removed_duplicate_subsystem	evidence
r_3205	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3206	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3207	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3208	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3209	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3210	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3211	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3212	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3213	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3214	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3215	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3216	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3217	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3218	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3219	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3220	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3221	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3222	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3223	sce00562  inositol phosphate metabolism 		signalling system and autophagy
r_3224	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3225	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3226	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3227	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3228	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3229	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3230	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3231	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3232	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3233	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3234	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3235	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3236	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3237	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3238	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3239	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3240	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3241	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3242	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3243	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3244	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3245	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3246	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3247	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		kegg
r_3248	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3249	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3250	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3251	sce00561,sce00564  glycerolipid metabolism /  glycerophospholipid metabolism 		Phospholipid biosynthesis in ito980
r_3252	sce00100  steroid biosynthesis 		
r_3253	sce00100  steroid biosynthesis 		
r_3254	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3255	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3256	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3257	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3258	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3259	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3260	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3261	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3262	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3263	sce00100  steroid biosynthesis 		Sterol biosynthesis in ito980
r_3264	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3265	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3266	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3267	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3268	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3269	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3270	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3271	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3272	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3273	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3274	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3275	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3276	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3277	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3278	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3279	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3280	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3281	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3282	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3283	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3284	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3285	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3286	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3287	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3288	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3289	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3290	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3291	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3292	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3293	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3294	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3295	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3296	sce00561  glycerolipid metabolism 		
r_3297	sce00561  glycerolipid metabolism 		
r_3298	sce00561  glycerolipid metabolism 		
r_3299	sce00561  glycerolipid metabolism 		
r_3300	sce00561  glycerolipid metabolism 		
r_3301	sce00561  glycerolipid metabolism 		
r_3302	sce00561  glycerolipid metabolism 		
r_3303	sce00561  glycerolipid metabolism 		
r_3304	sce00561  glycerolipid metabolism 		
r_3305	sce00561  glycerolipid metabolism 		
r_3306	sce00561  glycerolipid metabolism 		
r_3307	sce00561  glycerolipid metabolism 		
r_3308	sce00561  glycerolipid metabolism 		
r_3309	sce00561  glycerolipid metabolism 		
r_3310	sce00561  glycerolipid metabolism 		
r_3311	sce00561  glycerolipid metabolism 		
r_3312	sce00561  glycerolipid metabolism 		
r_3313	sce00561  glycerolipid metabolism 		
r_3314	sce00561  glycerolipid metabolism 		
r_3315	sce00561  glycerolipid metabolism 		
r_3316	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3317	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3318	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3319	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3320	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3321	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3322	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3323	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3324	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3325	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3326	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3327	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3328	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3329	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3330	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
r_3331	sce00561  glycerolipid metabolism 	sce00100 Steroid biosynthesis   sce00564 Glycerophospholipid metabolism	Glycerol metabolism (glycerolipid metabolism) in ito980
